01/2014,"0,06888311854","0,069645290483333"
02/2014,"0,07367307731",
03/2014,"0,07227159984",
04/2014,"0,06993492115",
05/2014,"0,07025557579",
06/2014,"0,06909895616",
07/2014,"0,07039215719",
08/2014,"0,0719094919",
09/2014,"0,07005282934",
10/2014,"0,06730813112",
11/2014,"0,06962902348",
12/2014,"0,06233460398",
01/2015,"0,068","0,082833333333333"
02/2015,"0,074",
03/2015,"0,079",
04/2015,"0,08",
05/2015,"0,081",
06/2015,"0,083",
07/2015,"0,085",
08/2015,"0,087",
09/2015,"0,089",
10/2015,"0,089",
11/2015,"0,09",
12/2015,"0,089",
01/2016,"0,095","0,112583333333333"
02/2016,"0,102",
03/2016,"0,109",
04/2016,"0,112",
05/2016,"0,112",
06/2016,"0,113",
07/2016,"0,116",
08/2016,"0,118",
09/2016,"0,118",
10/2016,"0,118",
11/2016,"0,118",
12/2016,"0,12",
01/2017,"0,126","0,127666666666667"
02/2017,"0,132",
03/2017,"0,137",
04/2017,"0,136",
05/2017,"0,133",
06/2017,"0,13",
07/2017,"0,128",
08/2017,"0,126",
09/2017,"0,124",
10/2017,"0,122",
11/2017,"0,12",
12/2017,"0,118",
01/2018,"0,122","0,122583333333333"
02/2018,"0,126",
03/2018,"0,131",
04/2018,"0,129",
05/2018,"0,127",
06/2018,"0,124",
07/2018,"0,123",
08/2018,"0,121",
09/2018,"0,119",
10/2018,"0,117",
11/2018,"0,116",
12/2018,"0,116",
01/2019,"0,12","0,11925"
02/2019,"0,124",
03/2019,"0,127",
04/2019,"0,125",
05/2019,"0,123",
06/2019,"0,12",
07/2019,"0,118",
08/2019,"0,118",
09/2019,"0,118",
10/2019,"0,116",
11/2019,"0,112",
12/2019,"0,11",
01/2020,"0,112","0,129555555555556"
02/2020,"0,116",
03/2020,"0,122",
04/2020,"0,126",
05/2020,"0,129",
06/2020,"0,133",
07/2020,"0,138",
08/2020,"0,144",
09/2020,"0,146",
