"date","ipca","capacidade","pib","desemprego","comm","cambio","cambioMSD1","cambioMSD3"
2009-09-01,0.331159723341367,0.00790349417637262,2.4,-0.0174595835401983,0.0679687286228186,-0.100707168113147,-0.032010997788947,-0.855958419843983
2009-12-01,0.281766624844063,0.0169211721007017,2.8,-0.0066717721248536,0.0951211405388979,-0.0684312113521821,-0.538270430342018,0.214412575069034
2010-03-01,0.563458684685947,0.0052759740259739,2.3,-0.0574787593637165,0.0644320987542361,0.0368920863309352,-0.709358265377691,-0.360298223761021
2010-06-01,0.440768038728265,0.013726281792491,0.6,-0.0409671241922785,0.021409673014904,-0.00571714031971567,-0.975984520044132,-0.624575491659713
2010-09-01,0.2234063319146,-0.00199123855037839,1.1,-0.0436320369814262,-0.00852216695842239,-0.0238932618768493,16.4659890341755,-0.676691191072605
2010-12-01,0.723246496753744,0.000798084596967233,1.6,-0.0580930453376521,0.120712087332885,-0.0300638642646078,0.583210704930527,-0.232714125713464
2011-03-01,0.652030688201171,-0.000797448165869173,1.4,-0.00286440112036143,0.126957250909953,-0.0173355870906875,-0.667503173639409,0.177680232320309
2011-06-01,0.49197896392278,-0.00159616919393447,0.9,-0.0176152972733255,0.0569336863961691,-0.0430234418753501,5.15932603854262,0.72109907214112
2011-09-01,0.547877911433521,-0.00159872102318153,-0.3,-0.00537282950514875,-0.0243359216820899,0.0258752220712719,-0.638292203844595,-0.0766874155515048
2011-12-01,0.40754039341604,-0.00880704563650922,1.1,-0.0383678315010872,-0.0472807814348846,0.0997494040706558,13.8611510367241,3.42048721476692
2012-03-01,0.315703689587403,-0.00767366720516954,-1.3,0.00139318051746963,0.0368883049946528,-0.0178587969395507,-0.967945885871253,-0.122856460073571
2012-06-01,0.390675980602543,0.00162800162800154,1.5,-0.00790306589018235,-0.0516857377955871,0.110666792417241,37.3999135370597,1.05843670362208
2012-09-01,0.625844140581423,0.00284437220642017,1.8,-0.0423374161252249,-0.0128206428746742,0.0333548452837879,-0.909158726050243,-0.392493799020624
2012-12-01,0.571088134813618,0.0032414910858995,0.1,0.0224692019753564,-0.00118780458263067,0.0146435262794596,-0.807259278297968,-0.00763993418069017
2013-03-01,0.459566397906019,0.00403877221324729,0.4,0.0283680369138617,0.0196596105671186,-0.0304841505094191,3.33368012747177,-0.833782049074838
2013-06-01,0.455900039534139,-0.00201126307321003,1.6,0.0320250061667,-0.0426265567624262,0.0372232896165735,0.491012582112264,0.121008812897523
2013-09-01,0.424857471535545,-0.00483675937122135,0.3,-0.0133869270513552,0.0089380634671105,0.105471707230643,7.02864857990684,4.31340414044159
2013-12-01,0.563268537605195,-0.00162008910490068,0.2,-0.0456925588976429,-0.0128121577481996,-0.00515801897101894,-0.997608370406783,-0.0671678711448034
2014-03-01,0.536702687362742,-0.00202839756592298,0.8,-0.0481748225848042,0.0187007453671852,0.0384463289248209,54.5576521307615,0.00738222127988856
2014-06-01,0.576909809099414,-0.0150406504065041,-1.4,-0.0503058299748017,0.00260683355293189,-0.0568108092860568,1.18349497876778,-0.625291707697764
2014-09-01,0.463212621339995,0.00577796120511765,-0.1,0.0568436277413516,-0.0549442277201602,0.0203816131830009,-0.871289150107017,0.0821616873595011
2014-12-01,0.503787404191165,-0.00369306524415261,0.5,0.0227524226307347,-0.142694439078721,0.118747893371631,32.9449143900725,2.46493768368743
2015-03-01,1.05427411252602,-0.00329489291598022,-0.6,0.00269212994587593,-0.16220886717126,0.125006549646319,0.108188677901122,0.69878331034133
2015-06-01,0.741309448502464,-0.0128099173553721,-2.7,0.0850833523978473,0.0134717627938142,0.0729480805281605,-0.659464650136987,0.162757337609814
2015-09-01,0.648161886728692,-0.0226035998325659,-1.5,0.108281916565345,-0.101166724369396,0.154881277944177,3.50785677526059,0.282094029424195
2015-12-01,0.822184743752862,-0.00256959314775146,-0.8,0.0919638997627476,-0.080506151457822,0.0830482991918812,-0.712482927046508,-0.194266623014997
2016-03-01,0.757025893926965,0,-1.5,0.0645183776154318,-0.0794871590379229,0.0175519269812074,-0.955332862480709,-0.138464948756205
2016-06-01,0.585760664186527,-0.00485186775440101,0.5,0.0795825224207134,0.128606197492708,-0.102343943179202,32.9996686463815,-0.433231731818808
2016-09-01,0.617011647543438,-0.00733485783319684,-0.7,0.0781859156327535,0.0297475907776918,-0.0748399475673931,-0.465260017378916,-0.0733058948496013
2016-12-01,0.199417279556724,-0.00256443691050557,-0.2,0.0568423249902673,0.0457776417266525,0.0142095914742452,-0.963950749879912,-0.00647959772703499
2017-03-01,0.215145094729155,0.00527279065713791,1.2,0.0468334787550592,0.060225562012913,-0.0456961218023344,9.34178494441091,-0.515207805223485
2017-06-01,0.117567362558113,0.00108370540552269,0.8,0.000994754886522196,-0.0515572689721557,0.0225100510241966,-0.757342190907029,-0.645580139699021
2017-09-01,0.312109663284024,0.00788083484887834,0.2,-0.0285566843133526,0.0275423824637324,-0.0154682491103941,-0.527796331919956,0.0133563010171105
2017-12-01,0.31239507705771,0.00425330812854459,0.3,-0.00723841180175992,0.0750287096329959,0.0264067439409906,1.91438815579479,-0.490743843820529
2018-03-01,0.180043965286914,0.00128342245989298,0.9,-0.00320442654472619,0.0654031584106185,-0.00113956019136392,-0.998137720637555,-0.350175960403716
2018-06-01,0.381868761676787,-0.0104251228370006,-0.1,-0.0141968557867817,0.0270402437507149,0.111567912020145,9584.26384503042,13.0167114574733
2018-09-01,0.383669297941838,0.00906696602046547,0.8,-0.0148974297954446,-0.00688049974685021,0.097845584835876,-0.230862730630199,0.675219312742974
2018-12-01,-0.0123493865714802,-0.00560523725985196,-0.5,0.00199858287785321,-0.0497496658923407,-0.0374793652932654,-0.853275719571086,0.0637260540520787
2019-03-01,0.35360329519615,-0.000430292598967273,1.3,0.00188536363427698,-0.0410564036602669,-0.0103428361421746,-0.923845629318446,-0.526786405356314
2019-06-01,0.152438461879641,0.004735256134309,0.2,-0.0174511992431719,0.00961632156437903,0.0393191865605658,13.4520601454286,-0.724171819942897
2019-09-01,0.238886439290474,0,-0.2,-0.0112961623935199,-0.0387674212167349,0.0139773877682969,-0.873630293014063,-0.395508106864167
2019-12-01,0.53273094602605,0.00299914310197088,0.2,-0.00435400835398701,0.0125995274864972,0.036160751740918,5.69303156576437,0.649569704698441
2020-03-01,0.178669644426562,0.00598035027765914,-1.5,-0.0287533626572247,-0.0113760548356867,0.0310890688259108,-0.2608364750324,-0.190054029985929
