"ipca","pib","desemprego","comm","cambio","pimpf","ipcaindice","pib.hiato","salarios"
0.631530290076079,1.8,0.0719529568991316,170.99852738162,2.0282,100.796840977421,3513.93333333333,0.0144927495218607,1754.33333333333
0.579958386681522,0.1,0.0736008012593782,170.795414547173,2.0579,103.141451047536,3576.52666666667,0.00900511367186363,1806.03333333333
0.489249139192354,0.4,0.0756423915644705,174.15318588382,1.99516666666667,102.558986319547,3653.7,0.00955111678884868,1847.53333333333
0.456157929164974,1.6,0.078077345169808,166.729635220386,2.06943333333333,101.533492533704,3704.94,0.021715664101936,1871.5
0.381501964168503,0.3,0.0770146984031068,168.219875281834,2.2877,101.03684072258,3727.32333333333,0.0221559045307433,1885.73333333333
0.60078115542821,0.2,0.0735179006272975,166.064615703341,2.2759,98.7269150167066,3785.43333333333,0.0203311363098484,1957.26666666667
0.553272951827672,0.8,0.0699777524792491,169.170147796108,2.3634,98.9341476009723,3865.86333333333,0.0277921070356941,2015.4
0.568883074030235,-1.4,0.0664796282565761,169.611146213538,2.22913333333333,97.4330676740962,3941.79,0.0091372185420322,2038
0.458158164746829,-0.1,0.070208455511296,160.291992772104,2.27456666666667,94.9911315520967,3972.86,0.00702673897472628,2054.43333333333
0.503276661778651,0.5,0.0718074078061377,137.419216774678,2.54466666666667,92.0334799997619,4032.1,0.0109869005579302,2138.36666666667
1.08668671175801,-0.6,0.072032129696186,115.128601294096,2.86276666666667,89.685651882208,4161.93333333333,0.00298695575528485,2162.83333333333
0.802016956584273,-2.7,0.0781827758342161,116.679586501513,3.0716,86.9786681085303,4277.39333333333,-0.0195544008320734,2142.8
0.635031837565455,-1.5,0.0866021364380112,104.87549493438,3.54733333333333,85.3653665858735,4351.29333333333,-0.0341702136219009,2186.13333333333
0.862559076149783,-0.8,0.0945466798300124,96.4323724549785,3.84193333333333,85.4168545364376,4449.85666666667,-0.0400822112475172,2203.93333333333
0.894634613045737,-1.5,0.0988080190906148,86.3465566313818,4.0124,84.8033094499775,4570.705,-0.0533020784951623,2235.2
