date,ipca,ipa,igp,capacidade,desemprego,comm,cambio,pimpf,ipcaindice,petro,gfc_dummy,pib,pib_hiato_real,pib_hiato_nom,pib_dessaz,pib_ipca,taxa_juros
2017-11-01,0.00313565450775664,0.012152248122502485,0.00893972879347249,78.08,0.125068562082892,120.849389666473,3.2587,86.9132827535914,4894.92,59.9562121212121,0,175821,-0.023151032135928062,0.06687408384913951,172449.022641502,683711.698688029,0.04328982909718205
2017-12-01,0.00292083774042551,0.010590875365816821,0.007860419630090654,77.83,0.125589562051717,122.578065105907,3.2913,89.8300048327007,4916.46,61.2087301587302,0,175147,0.01566481399529529,0.09494433221941101,176866.993314011,710660.738863528,0.03979819865720094
2018-01-01,0.00181451332589459,9.025916426699254e-4,0.0023028791705623775,77.99,0.124457619882119,129.840205646033,3.21,87.5292679440146,4930.72,66.153768115942,0,171385,6.312992975914256e-4,0.10867664631765095,178818.646756759,699959.939786223,0.039315222344651096
2018-02-01,0.00224344824154346,0.0063157162286495705,0.004501443301891506,77.83,0.123869694915111,126.82234293578,3.2409,87.6887967481029,4946.5,63.438,0,165774,-0.007840495266099978,0.08565663683824276,174270.35885935,693971.498504587,0.038028640489934075
2018-03-01,2.59250151147992e-4,0.0069732329595231235,0.005559601225664679,78.23,0.125900179137648,126.364721476102,3.2786,87.7240884442994,4950.95,64.1980303030303,0,178920,-0.006771609180322713,0.10169141870244225,176604.194942432,694642.348423341,0.037143379681310755
2018-04-01,0.00187812539443369,0.015340021247803648,0.011049078853549332,78.11,0.123029640023899,128.366239333189,3.4069,88.1765084382403,4961.84,68.792380952381,0,171415,0.0026970853468704092,0.07185885083191934,170947.870538535,701191.105319997,0.035885221565167554
2018-05-01,0.00381666343169114,0.024709835322843432,0.018413895162443517,75.87,0.123489055892081,133.050513850255,3.6355,77.740265433551,4981.69,73.3407246376812,0,153625,-0.055085602879726636,-0.024436821975832856,154834.170181694,661777.461926485,0.03641524950800553
2018-06-01,0.0141017553167585,0.009830959283981144,0.009275314622120945,77.63,0.1223733821894,131.967667620008,3.7726,88.3930169736826,5044.46,71.9942857142857,0,153977,0.0012973300495477957,-0.014801390152914706,155912.252744564,700125.981612674,0.036947980988235915
2018-07-01,0.00384489893462515,0.00641268635086778,0.0050372694819955655,77.87,0.122355277239547,130.274712511537,3.8281,88.6535890748471,5061.11,72.7175757575758,0,153695,-0.016759419919461394,-0.06388691296201188,148045.938358214,687572.519436058,0.03748308515619059
2018-08-01,6.59801227612258e-4,0.017470654724031753,0.011974436644437425,78.34,0.121089762165734,127.977182808237,3.9292,87.7055678445048,5056.56,71.0585507246377,0,151591,-0.017829349292183494,-0.051241655854838086,149529.550472016,686822.696146584,0.03802026500006332
2018-09-01,0.00553703588969188,0.01905092493294802,0.014246024062575025,77.5,0.120043594777334,132.425844075925,4.1159,85.9963601790374,5080.83,75.355,0,139437,-0.0171604460805046,-0.09010472861233154,143447.345522718,687277.479286903,0.03855925589429227
2018-10-01,0.0043742579282461,-0.0037431805530570017,-0.001578992345534047,77.6,0.119910165946761,133.426029349899,3.7578,85.4269507422399,5103.69,76.7260869565217,0,162176,-0.016544546915429947,-0.01615505892051594,154048.111819478,687705.289464569,0.039099823156854216
2018-11-01,-0.00161518137006552,-0.018428394028188855,-0.012386934429934549,77.4,0.121069148765152,121.852794668042,3.786,85.3273489357262,5092.97,62.38,0,159964,-0.012568202126081118,0.005876998574546377,157063.985370036,690458.22858222,0.039641759156332806
2018-12-01,-1.04259137662347e-4,-0.005908117859233286,-0.0025876432331859434,77.4,0.123333588874294,115.962828371247,3.8844,85.2911826173741,5100.61,53.7915873015873,0,154253,0.003174905321401411,-0.001430618555236407,155509.932697757,701435.275002029,0.04018488100699009
2019-01-01,0.002485457187316,0.004039567070099892,0.003991107512083758,77.6,0.122463395294454,117.078243931293,3.7411,85.0678989346981,5116.93,56.4344927536232,0,154498,0.003538879961789476,0.03593457636584141,161006.574755948,701718.84516596,0.04072902822321685
2019-02-01,0.00346750070334621,0.019105951241753516,0.013874111905896491,77.5,0.121876013567949,119.011525008153,3.723,91.4286839644077,5138.93,61.102,0,154892,0.021867782446504336,0.046705721381133714,162323.610372786,714734.390681708,0.04127405968053134
2019-03-01,0.00664637663760148,0.011833213349916605,0.009928930253979118,77.2,0.120473957811197,119.910036313747,3.8459,83.5524992478289,5177.47,63.7898412698413,0,156904,-0.010393374121580479,0.011415527273666015,156285.029477166,692083.814522574,0.04181985094651941
2019-04-01,0.00521023721138465,0.008329326986594943,0.006975832566874729,77.8,0.120475507492598,123.416730613218,3.8956,87.1061766035455,5206.98,68.5716666666667,0,157748,0.0050328678068964905,0.013825388351285994,156252.659334046,702887.970609304,0.04236629178309652
2019-05-01,0.00127371568636698,0.007200867930147403,0.004908263017823877,78,0.119500944479208,120.477540814855,4.0009,87.1371050473366,5213.75,66.8769565217392,0,154238,0.005576065696757837,0.014154680044768497,155895.998645093,703319.219979615,0.04291328375707817
2019-06-01,0.00152991720026122,0.007201661269203186,0.0060641319647833924,77.6,0.118439323455414,115.528942429291,3.8582,86.0588443353702,5214.27,59.729,0,155128,0.007468942103372456,0.032348669255682694,158344.085782833,704704.688559716,0.04346073817236674
2019-07-01,0.00240137866682079,-0.008382236751216077,-0.004705064252124913,77.8,0.117440721449084,117.967954420674,3.7787,85.8612872647894,5224.18,61.471884057971,0,167404,0.013889962402034328,0.04177669392437444,159427.131314859,709300.229384857,0.04400857381131353
2019-08-01,0.00255843552706272,-0.005682871091222452,-0.002867149873420516,77.7,0.118097143652989,112.71228204303,4.0194,85.9630281714584,5229.93,57.595303030303,0,156614,0.015307021012651134,0.022249514830997796,155936.523649027,710364.342982299,0.03955671422472974
2019-09-01,4.44929382240666e-4,0.01153374701509069,0.00765984956218535,77.9,0.118953681509597,114.809066266979,4.1209,86.7718239585753,5227.84,60.0095238095238,0,150130,0.04406813608130378,0.007088854367856001,153189.864394132,731153.40895332,0.03819753226534586
2019-10-01,0.00105252090449421,0.00250522349706106,0.0019472420453698902,78,0.118798221348306,113.021631908557,4.0864,87.1509150877766,5233.07,57.2952173913043,0,158712,0.033958395317291945,-0.006840650978688245,150677.031891775,723860.789797909,0.0354357324886356
2019-11-01,0.00535275992016064,0.022368907000925198,0.01678472271747289,78.3,0.117041389929972,116.907999771541,4.1547,85.8118388638902,5259.76,60.4207936507936,0,152911,0.025072506429101082,0.001623900959931035,151561.821427142,717519.072257419,0.031202255366784146
2019-12-01,0.00954739443238813,0.013683677680343287,0.010612066730951497,77.8,0.117241356001491,119.912673016631,4.1089,85.0502362781523,5320.25,63.3965151515152,0,153619,0.020948146033761716,0.016144316563732275,153377.857812379,714627.832577508,0.028652891047498737
2020-01-01,0.00160701261302378,-0.0018846622450201522,1.3150566266872943e-4,78.2,0.114560647605252,119.554725536022,4.1489,86.8086037341911,5331.42,61.6830434782609,0,145399,0.028216795253316107,0.006247213650601324,151471.574666429,719903.671804886,0.027299653656121244
