date,ipca,ipa,igp,capacidade,desemprego,comm,cambio,pimpf,ipcaindice,petro,gfc_dummy,pib,pib_hiato_real,pib_hiato_nom,pib_dessaz,pib_ipca,taxa_juros
2008-10-01,0.00443097632409601,0.008053050114770421,0.007268197622146921,82.8,0.0874963892126335,135.642449629873,2.1721,99.7842891252694,2874.43,72.6927536231884,1,128520,0.022826709957891822,-0.13142180321107588,120397.162511966,572788.377021808,0.06978681799854505
2008-11-01,0.00328136014466557,-0.002195455697012072,2.57581974502763e-4,81.6,0.0918725789114545,115.075840161529,2.2655,96.0915088252634,2884.78,53.9253333333333,1,117632,-9.935783020704747e-4,-0.18987415768628857,115113.641665822,562403.73244323,0.07039211164835946
2008-12-01,0.00190812683806016,-0.015071661115205082,-0.008540244217058124,80.2,0.0914025958309015,102.513675947787,2.3936,84.6973307507921,2892.86,40.9030434782609,1,105763,-0.05542625638368115,-0.28145331221432635,106457.896722913,535550.350532259,0.07141265944039842
2009-01-01,0.0031370286246162,0.005200586125888584,0.005394637408129732,79.8,0.0992347426225561,105.370487891975,2.3066,85.5796061430535,2906.74,43.6519696969697,1,103864,-0.05010210243797353,-0.24861307597110205,111478.46955673,541373.55330578,0.06889171756724345
2009-02-01,0.00423893221457996,-0.0056680505063999576,-0.003095540057985069,79.7,0.0985370616414029,101.636591584712,2.3119,87.3164062135213,2922.73,41.8163333333333,1,102646,-0.047075875790701716,-0.261049129354463,111549.505453669,545993.985553322,0.0630289420435468
2009-03-01,0.0018191096731823,-0.012338301031725507,-0.007101698823675839,79.8,0.102166197643025,101.657459125458,2.313,88.4489044921578,2928.57,46.7968181818182,1,113744,-0.04359658155615875,-0.25547345755419393,113629.819217733,550892.580894394,0.05375134859496129
2009-04-01,0.00411394926921856,6.30245478569158e-4,0.0016661639834003594,80,0.102632703360692,103.867904999277,2.2051,88.785566168397,2942.63,50.3869696969697,1,116932,-0.058471131620944305,-0.24286176157074557,116545.783732889,545714.876120119,0.04855232116023064
2009-05-01,0.00466538689263625,-0.00393407607290186,-3.3783784105079206e-4,80.2,0.103516227837937,112.432007969204,2.0601,90.6595470004143,2956.46,58.184126984127,1,127738,-0.03996849601059971,-0.15680638566052707,128622.977906711,558920.667228807,0.040294633227119805
2009-06-01,0.00521077966527562,-0.006779404093943953,-0.003498497910158882,80.2,0.0985579130446914,121.529287127667,1.9568,90.9523510749253,2967.1,69.149696969697,1,135895,-0.043268811335314794,-0.11590716786019328,135658.863110802,560085.968718876,0.034812974346496633
2009-07-01,0.00374447013523472,-0.010462021699472857,-0.006027092708755788,80.5,0.0985833849966751,117.044336999179,1.932,92.7369459155418,2974.22,64.7044927536232,0,142855,-0.04077415962387754,-0.11378804287185318,137610.405248386,564500.028333182,0.030177622894964957
2009-08-01,0.00315339784999417,0.004620946850788066,0.003505041624483063,80.7,0.101343674484608,123.644966954095,1.8444,94.3285398445595,2978.68,71.6296825396825,0,150354,-0.025573433499289422,-0.050287730723340474,148396.5726038,576206.737927302,0.02730042026682926
2009-09-01,0.00331164610339697,8.706990401892156e-4,0.0010459680829164597,81.1,0.0994660692111872,120.101717365073,1.819,95.3975052805417,2985.83,68.324696969697,0,156089,-0.0190526532917783,-0.020319352963925397,154718.404712944,583053.954989993,0.027962523162543426
2009-10-01,0.00267034722047723,8.124115676455546e-4,6.886251048046077e-4,81.6,0.0988861789498214,127.557909161011,1.7376,97.5297175858499,2994.19,74.080606060606,0,175127,-3.115572473237904e-4,0.036229664237586334,165618.293279974,597215.139366473,0.028605583837364813
2009-11-01,0.00364426066566934,-0.0024658357061957403,-6.861995364024764e-4,81.9,0.0992828124065527,132.46017097885,1.7254,100.540235872826,3006.47,77.5374603174603,0,176003,0.0032453144110942134,0.05724465487616648,171057.80437535,602478.523410013,0.029229720004499776
2009-12-01,0.0028189442885551,6.718947573336465e-4,0.001994250533415176,82.9,0.0992343018504982,135.091794622481,1.7495,100.54652006451,3017.59,74.9231884057971,0,171378,0.006565392141620663,0.05284764386361651,172201.871339708,607618.944727424,0.029835109544388748
2010-01-01,0.00563584991479855,0.011478596186010215,0.01071944465098884,82.3,0.0957830292340351,140.879356264572,1.779,101.468083415301,3040.22,77.1707936507936,0,158339,-0.006361247344013776,0.03395745357851432,170817.169557181,602900.565411579,0.03042198793540115
2010-02-01,0.00631427190997232,0.013320251585092535,0.010975353946682809,82.1,0.092735626738623,137.553819929202,1.8408,101.969567564857,3063.93,74.7215,0,152791,-0.002660717580528882,-0.008978703966482371,165375.650456339,608219.561634628,0.03099064608988389
2010-03-01,0.00483093765371488,0.005092516222697796,0.006295313961044435,83.3,0.0917765118207173,142.134457038029,1.785,103.59161368829,3079.86,79.2976811594203,0,177533,0.005755073905778119,0.040158667006982895,175503.007388372,616454.184937501,0.031541428186928726
2010-04-01,0.00485312522356563,0.01331661834173481,0.011070167605790715,83.8,0.088744715824511,150.037752790342,1.7558,103.042567023271,3097.42,84.1360606060606,0,176816,-0.0043761708087899365,0.03212569718112768,175853.5793516,613285.869423915,0.03279742713307805
2010-05-01,0.0044073763950041,0.01662208270711485,0.01294796417826749,83.7,0.0916707489889463,141.225643659624,1.8124,103.242282546057,3110.74,75.5374603174603,0,173905,0.012226894305150893,0.01897810072854078,175257.092147265,626629.715144908,0.040076714043627434
2010-06-01,0.00199200523465653,2.505276752229335e-4,4.8706856912339447e-4,83.6,0.0883950897240555,138.308452289982,1.8057,101.89030293587,3110.74,74.725,0,175093,0.0015358146585899846,0.008363816442763294,175055.531582824,622987.483018956,0.04595690143067366
2010-07-01,0.00189698742434256,0.0074971522093436604,0.0045879208909918034,83.6,0.0884563636430016,138.545068482847,1.7688,101.443196582353,3111.05,74.5156060606061,0,185898,0.015780142869889602,0.030543518218369314,180630.323760597,634964.861607101,0.05026290374371338
2010-08-01,0.00223415916135693,0.016149702698689872,0.011118552047344465,83.6,0.0868283911760665,142.362782418929,1.7588,100.828659199581,3112.29,75.88,0,189077,0.022554949762275456,0.0482319216013849,185491.488296549,642314.22914221,0.05414268811021198
2010-09-01,0.00522090729813647,0.014961560650139205,0.011456882578785965,83.4,0.0818052500612667,145.003114822572,1.7179,101.113487192181,3126.29,76.1110606060606,0,196166,0.030176115695461192,0.0904443462807265,195152.351747226,650254.211883196,0.054595981277699296
2010-10-01,0.00723307572063849,0.014770693004604318,0.011660792899457206,83.4,0.0814931479822739,152.693365680988,1.6827,101.545004617904,3149.74,81.7193650793651,0,208810,0.030910264334329085,0.10526292705583451,199705.174624262,653727.619292141,0.05503485222875963
2010-11-01,0.00767708274605126,0.014504980672624512,0.012528405107747886,83.8,0.0801119257095376,157.826619839809,1.7125,102.804880004638,3175.88,84.5345454545455,0,209545,0.036531696536151514,0.11180658101786278,202614.679283134,660390.650263877,0.05545980936542328
2010-12-01,0.00527174028265956,0.00353773150273895,0.004929962219975437,83.6,0.0805601405570133,166.803581894102,1.6926,103.621322694751,3195.89,90.0682608695652,0,205779,0.0170869147905357,0.12370038441280329,206601.362251638,650557.563776069,0.055884388804672946
2011-01-01,0.00636481800174764,0.011503697450239159,0.010236870307034351,83.4,0.0816761108560083,172.981435946721,1.6741,103.639827980348,3222.42,92.6638095238095,0,195733,0.020398462025621455,0.13553529989448876,210583.630727095,655570.459529863,0.05820059920643743
2011-02-01,0.0065176955150832,0.009893868269051254,0.008338089980687968,83.7,0.0812129197187932,179.468167965246,1.6672,109.70128812535,3248.2,97.732,0,199277,0.039440370473124986,0.1479655915922713,214697.603731932,671041.813065153,0.061751052575797674
2011-03-01,0.00740703085431554,0.004860297636054334,0.005545078750122556,83.5,0.078564022617965,185.473651416459,1.6583,102.679427186752,3273.86,108.645217391304,0,214893,-0.0024253170711290295,0.12831634721112017,211908.598204297,646237.304003861,0.06665297017146928
2011-04-01,0.00676052769465141,0.00257711877971456,0.0055018532853008395,83.2,0.0794975985013016,194.87069783582,1.5856,102.157462266881,3299.07,116.316984126984,0,223396,0.014318679421339908,0.1751281300450671,223451.295838892,659859.693978691,0.0681499314227807
2011-05-01,0.00491956433332766,-0.006889666077322332,-0.002238938400138224,83.5,0.078923801770091,187.741334614091,1.6127,104.768394736456,3314.58,108.18303030303,0,228025,0.032952576462486505,0.1892230453472159,227958.857943526,674985.470384462,0.07034377898088445
2011-06-01,0.00364406512371454,-0.0021013409486076995,-0.0012175866656543022,83.5,0.0787757416773367,185.93717680259,1.5862,102.151363881254,3319.55,105.845454545455,0,228974,0.0278309484032917,0.18850683702207327,229057.710195987,674189.614464851,0.07235010797943481
2011-07-01,0.00352543810194914,0.0026316881293357852,0.0020073793755734926,83.2,0.0780853086152253,188.470696853588,1.5631,102.794628215496,3324.86,107.879365079365,0,234556,0.0209077489065983,0.1860705127312876,229685.283363231,672122.276237654,0.0743464261661536
2011-08-01,0.00547895377354955,0.007248329482653304,0.0062875951793648355,83.6,0.078093841622918,184.134851319023,1.5962,101.306021807353,3337.16,100.454782608696,0,234390,0.01304171193876158,0.17591953311465858,228464.053708377,669368.746160611,0.07631122428169336
2011-09-01,0.00587820120252903,0.008038722149549926,0.006385883311399887,83,0.0797548457428537,182.107492051107,1.749,99.3915702908918,3354.85,101.355151515152,0,211180,2.5284229757005505e-5,0.09104046720609738,210812.294479184,663140.542455307,0.07149437909771925
2011-10-01,0.00407639204458012,0.004833745867599326,0.004344708700284805,82.7,0.0782587490434619,175.684282650313,1.7719,99.5994272592152,3369.28,99.9198412698413,0,216152,0.010078596093483938,0.07042305886380262,207362.715916007,672239.504494375,0.06973325545108988
2011-11-01,0.00466119832744585,-2.5706174839168483e-4,0.0018494488027398504,82.7,0.0744283895565016,178.040256406762,1.7898,100.275462311469,3386.8,105.362424242424,0,218338,0.014003732540611935,0.08788005063014204,211811.808122583,677235.527975388,0.06702983715484591
2011-12-01,0.00379350202474734,-0.0027386390716941378,7.599358872187878e-4,82.2,0.0742080020365062,174.761235152745,1.8362,103.200734126123,3403.73,104.263636363636,0,209568,0.013238211174426695,0.08537585211263199,212007.439964313,679010.457193466,0.06231327818844838
2012-01-01,0.00366947198344516,-0.0018736051614220983,3.8906238526603687e-4,80.8,0.0757529879844715,177.618594010884,1.789,97.6447691769623,3422.79,106.89303030303,0,203259,0.003664672659390078,0.10253548677269819,216343.48444072,674754.162107872,0.060529423169378156
2012-02-01,0.00315318169908105,0.0023872048245845434,0.0027192065766827866,82.5,0.0745089647316883,183.12773659145,1.7178,99.2973331262012,3438.19,112.70380952381,0,213659,-0.005807722152839645,0.11988869498705057,220736.475909574,670526.258975988,0.05783642807386379
2012-03-01,0.00162879084412637,0.0075724470144953315,0.0069707757622552435,82.4,0.0769253129968999,187.234388031873,1.7947,98.8295691959257,3445.41,117.785,0,221353,0.03380129235765139,0.1120987254655077,219553.408467612,699775.14677312,0.052285192376024664
2012-04-01,0.00554931395380446,0.012022428488162262,0.010047446582032826,81.8,0.0761538721427619,184.229929622973,1.8542,97.9542949246027,3467.46,113.750793650794,0,207864,0.011670523328779936,0.05344817081118869,207479.522169599,686505.839148822,0.04820911945384679
2012-05-01,0.00390658553775464,0.007233393665545762,0.007266496984930093,82.3,0.0734013725077083,173.347651197449,1.9854,97.9747255777508,3479.94,104.158115942029,0,202170,0.023566041896062373,0.01809803196455384,200626.98522898,696727.948165895,0.04327752452292808
2012-06-01,0.00290512326154466,0.012353017498970331,0.009518813209954402,82,0.0758327489282885,162.08035007342,2.0486,98.0405894080318,3482.72,90.728253968254,0,192765,0.020019063490591904,-0.013597349093465994,194649.364534635,696195.337248608,0.038674889294148695
2012-07-01,0.0062590274605248,0.021825699441227364,0.01575836245385709,82.2,0.0712981697993898,167.314025591565,2.0282,99.8614157297987,3497.7,96.7504545454546,0,201399,0.028276948280225866,-0.009754157586986167,195621.082231795,703851.319434895,0.035693018400251804
2012-08-01,0.0058817236257087,0.013915534267415985,0.010474224933431309,82.3,0.0711037242379532,171.974397084423,2.0289,102.148007507676,3512.04,105.280434782609,0,206088,0.03321298546050677,0.018247768108995643,201343.512407878,709157.935074972,0.03363908681582265
2012-09-01,0.00627968938984426,0.0039644685246305045,0.004207927961064506,82.3,0.0734585409498549,173.707159468872,2.0275,101.099930498612,3532.06,106.317666666667,0,198273,0.014010356133944413,0.019868962376284216,201777.343764257,697391.071671624,0.029261775768001923
2012-10-01,0.00571235458445257,-0.005665374784101118,-0.002774856788505531,82.4,0.0744663435509137,172.096868282293,2.0293,101.844552341078,3552.9,103.388985507246,0,212176,0.014756853364135125,0.01390729653210876,200625.559888739,699565.087201498,0.027846968274314446
2012-11-01,0.00556638049410896,0.0065605195891231816,0.00624034832266851,82.5,0.0723079110713961,169.751161329954,2.0672,101.278963338373,3574.22,101.165757575758,0,205901,0.00978465004734197,0.01228966489112615,200291.060352201,697671.04563934,0.02710526555592413
2012-12-01,0.00641589219265941,0.0034196893306948084,0.004191191944465267,82.7,0.0739534824751029,170.538214029272,2.0772,101.720831925529,3602.46,101.166666666667,0,198643,0.008370433387023368,0.02322192866837902,202425.239397114,698188.7437922,0.027436979568261646
2013-01-01,0.00657987278596428,5.410525923448262e-4,0.0028935477245326524,83.5,0.077288665147742,174.694947687371,2.0305,102.734520767821,3633.44,105.041449275362,0,200761,0.02213281594466565,0.06762649699349055,211487.47520189,709317.063796128,0.027109401889795978
2013-02-01,0.00458965320071505,0.001098380685567335,0.002239668294915731,82.7,0.0751715526775397,176.177797665212,1.9727,101.710791111907,3655.24,107.657,0,201121,0.020202184735826023,0.08480632014792455,214963.049091478,709327.604403233,0.027386271550535697
2013-03-01,0.00399064031279206,-6.24556053616665e-4,0.0017751619485890657,82.4,0.0744973676743653,171.586812298877,1.9823,102.835595820277,3672.42,102.613492063492,0,218463,0.03362538065386289,0.10066277227490339,218149.283071424,720237.443095512,0.027751591956507893
2013-04-01,0.00479833814051524,-0.003938184275297019,-9.864483415427117e-4,83.2,0.0754315064984576,168.320881143811,2.0016,104.188752559999,3692.62,98.8519696969697,0,222236,0.05046643543317053,0.10866642039773389,219594.722047363,733741.781846444,0.0289876370893734
2013-05-01,0.00400927032500372,0.0043036998579673025,0.006363291096020518,82.5,0.0775100856270145,167.166782087759,2.0343,102.424116821558,3706.28,99.3482608695652,0,216123,0.025979559939491637,0.08720954814033277,214579.023174398,717161.252907852,0.030747883884483282
2013-06-01,0.00455893814947773,0.004929111360159055,0.004313618984127743,82.4,0.0812795672948918,164.701242429588,2.1724,104.306934206428,3715.92,99.7426666666667,0,199370,0.046441077234353756,0.033653190053250626,203005.257377211,733104.665067762,0.035615970112207206
2013-07-01,0.00239497748721911,0.0019205584049286628,0.0014815250903001953,82.5,0.078394902842604,166.667512153814,2.2516,102.278666135119,3717.03,105.207826086957,0,200287,0.03667220316832598,-0.015940365526963873,192773.483715614,727011.582703598,0.038973251289002066
2013-08-01,0.00438263047889655,0.014474250757083418,0.010488842472966553,82.3,0.0748567744632094,169.311802383177,2.3416,102.747937398714,3725.95,108.058636363636,0,193137,0.037895629738832426,-0.024854212514311413,190614.96875284,728863.268254881,0.041261709962237304
2013-09-01,0.0042501570396399,0.014648478003050691,0.011000349415964727,82.1,0.0778536486860872,168.680311308511,2.2699,104.162844369158,3738.99,108.78,0,196654,0.035714106492775954,0.020420426009325254,198933.037084068,728162.048306332,0.04589604029039906
2013-10-01,0.00563495217056932,0.003959426472772698,0.004355820701249513,82.5,0.0763606143194648,166.009943319486,2.1881,102.383295267591,3760.3,105.457971014493,0,216832,0.03681914154338095,0.0549673880531234,205356.267561811,729783.313092778,0.04945539068643935
2013-11-01,0.00513339605169235,0.0037812329602227024,0.0043479086797129085,82.2,0.0717676331835714,164.298087443891,2.2947,103.351511334929,3780.61,102.580952380952,0,204520,0.037764548570569545,0.03672087925352585,201045.760173332,731219.455612793,0.05155843392086797
2013-12-01,0.00761414143796654,0.005470419402016979,0.005761895941290618,81.8,0.0724401510717927,167.885816346645,2.3449,99.328322844913,3815.39,105.49303030303,0,198952,0.03732106043133143,0.03879779203655964,200828.747875805,731570.785753447,0.0561318084403452
2014-01-01,0.00344901523880488,6.56402643301135e-4,0.003024544696046405,82.3,0.0714096292299966,166.688448334506,2.3816,100.89810324122,3836.37,102.251884057971,0,190157,0.04604071920770103,0.03809099210153377,200018.176919725,738589.799932468,0.058936180266834934
2014-02-01,0.0053577788080073,0.01635026738060219,0.012847687098417104,82.7,0.0717604591507004,170.991846037539,2.3831,107.095812843143,3862.84,104.819333333333,0,191058,0.06815942833862643,0.05996661960924321,203725.808907724,755664.710859184,0.06153549483158223
2014-03-01,0.00813354408814691,0.014075183433610583,0.011814444356070375,81,0.0667328709086751,169.83014901628,2.3255,99.0831002940455,3898.38,104.042857142857,0,205168,0.03674195462564889,0.06912090746851796,204846.0054626,732765.952739939,0.06385949271487545
2014-04-01,0.00613654963191848,-0.002163667569672789,0.0013475374999236678,81.2,0.0658594237798723,170.99844055245,2.2322,99.8203592767035,3924.5,104.943787878788,0,214876,0.041603660319879054,0.10838326005796617,212235.784534128,736748.432953721,0.06618353258328033
2014-05-01,0.00480072669718461,-0.014242691638779448,-0.006757699027144959,80.9,0.0667014666104213,168.760389317498,2.2203,98.1846511068173,3942.55,105.731212121212,0,216674,0.03627206624438983,0.135657755673666,217240.973936005,733178.086278962,0.06650945806470746
2014-06-01,0.00576923184822906,-0.010305967023264806,-0.005661441147944757,80.2,0.0667754772152031,169.074608770665,2.2349,95.23521041542,3958.32,108.372698412698,0,206234,-0.0011000124570905712,0.0973108349375611,208213.439224757,706560.393691819,0.06658732407430945
2014-07-01,0.00210564719696056,-0.009171738295988163,-0.0055407271109899625,81.4,0.0690980384863824,165.680713802331,2.224,97.0917112394624,3958.72,105.224782608696,0,218572,0.014983017889404593,0.10974294813038199,209931.044622827,718241.277879507,0.06666819151915104
2014-08-01,0.0046341131233408,0.003509373389658066,0.00308635566672244,80.9,0.071314653467136,160.137018437262,2.2674,98.0790208731953,3968.62,100.05253968254,0,212810,0.02721276125002703,0.12340423585729354,211900.211324372,727252.801333418,0.06675285810159609
2014-09-01,0.00662825108606887,-0.0015778579437117912,2.4929493603043085e-4,81.4,0.0702822073481693,155.058246076718,2.3323,98.218845060381,3991.24,95.8912121212121,0,209924,0.037445930103384484,0.12350609724760453,210987.010459755,734855.995984498,0.0668421127830752
2014-10-01,0.00428354076117409,0.01054581239869723,0.008119134105702308,81.1,0.0695976532540036,146.42700202046,2.4476,98.4002708479796,4008,86.1285507246377,0,206891,0.02405439707349366,0.05543179623405514,196216.526604784,725152.636431595,0.06715390326925656
2014-11-01,0.00504152037576566,0.011630071132570308,0.009792025903609058,81,0.0745232011005427,139.595733455403,2.5477,97.8084357863302,4028.44,76.958,0,194326,0.028850655420786353,0.04320392124319383,192947.549480981,728664.337679623,0.06953749660828146
2014-12-01,0.00629050624022118,0.002120596257886298,0.004227295600808034,80.7,0.0713976067620763,126.234914848171,2.6387,93.8824890966598,4059.86,60.5514492753623,0,188155,0.011446679956817363,0.021938717670222374,188015.733764778,716073.935118983,0.07396201819288184
2015-01-01,0.0102316376716508,3.1330674744989295e-4,0.004324771928392757,81.2,0.0706222172341989,114.224764864217,2.6336,94.0627230470452,4110.2,47.4518181818182,0,178216,0.01572295223156317,0.030001410936804973,188655.012281577,719083.40475914,0.07642465516573826
2015-02-01,0.0105286693708391,0.007512271771690671,0.00825094077145394,80.1,0.0721274519962743,117.588753372027,2.8158,94.3343306636583,4160.34,54.9326666666667,0,163564,0.010027582165879068,-0.046505946235287254,173941.298670331,714903.18491374,0.07988415948830935
2015-03-01,0.012091595902203,0.014422751504211462,0.012588871531374224,80.7,0.0732941583322336,113.572285646043,3.1389,93.480333875773,4215.26,52.8280303030303,0,161908,0.029283535978443354,-0.12373973807841843,160256.771566699,728669.191395895,0.08433380057597241
2015-04-01,0.0067239745511728,0.0052616434006065305,0.005199797446546306,80.5,0.0758862220917914,114.842883210707,3.0426,90.0414453411047,4245.19,57.4195454545455,0,160803,-0.0023782890078809515,-0.12788917714190795,158844.141040435,705799.061277522,0.08543393124256157
2015-05-01,0.00741243379687208,0.0033865256227594287,0.0056535286525312145,79.3,0.0775833952954683,118.693472997326,3.0611,89.8612207071946,4276.6,62.4995238095238,0,158209,-0.017393426190698946,-0.1137805476721443,160347.539680822,695094.728227873,0.09031236901701202
2015-06-01,0.00951239642962749,0.006985160666713952,0.007485861023814877,79.1,0.0809487260513219,116.502403296507,3.1111,88.7910016966495,4310.39,61.3030303030303,0,155090,-0.03858562099685159,-0.14113675174337104,155295.183617327,680313.066190729,0.09476064422324433
2015-07-01,0.00775770030073376,0.00232475288897227,0.00336307775090372,78.6,0.083857802011745,109.743694975107,3.2225,87.3331504164484,4337.11,54.4311594202899,0,154741,-0.03344330705172105,-0.18219105247433554,148361.96128137,683591.981177493,0.09608565883156794
2015-08-01,0.00429995902840247,0.008147653366520125,0.0060820790070765796,77.4,0.0865316666468578,102.520241451272,3.5137,88.2433133136563,4346.65,45.7203174603175,0,140214,-0.02925882083727771,-0.23710701564342251,139794.489221315,686210.368674771,0.10083927830353331
2015-09-01,0.00648574702985996,0.025894358301533416,0.0186676416367888,77.5,0.0894514747205913,102.36254837676,3.9058,86.4288654758692,4370.12,46.2868181818182,0,125819,-0.012587336959938966,-0.33041249245166604,126768.914407069,697477.896859284,0.10103933208126459
2015-10-01,0.008226779850537,0.02127291414070598,0.01623768804932091,77.8,0.091497874202619,102.317376866191,3.8795,86.5293557185838,4405.95,46.9574242424242,0,132184,-0.010116375332160032,-0.32742467063328107,126586.336193314,698920.607393557,0.10125230655040425
2015-11-01,0.0100685516998488,0.007970406968744292,0.008081585798008994,77.4,0.0948529974469859,96.2261494358763,3.7758,85.2548735987582,4450.45,43.1309523809524,0,133928,-0.028387428075529186,-0.2801716785140407,132135.665895431,685977.87935045,0.1014785398144696
2015-12-01,0.00811754993379815,0.006295660047250351,0.006855797603008362,77.7,0.0974251042311243,90.7535910628681,3.8705,82.6540920306676,4493.17,36.5552173913043,0,131490,-0.04444230921196457,-0.2830968830673335,131189.428578879,674760.136064511,0.10171831023044758
2016-01-01,0.0106799668241825,0.016789259368358067,0.015338041961337368,77.5,0.0975742904815799,85.3222816113211,4.0517,84.023806602273,4550.23,29.918253968254,0,117432,-0.036053719566160325,-0.32579453315118023,125182.703601151,680143.340334553,0.10197183741941816
2016-02-01,0.00754942112700199,0.005627280821442149,0.0057687476694727735,77.9,0.100048232346796,87.3708316514425,3.9731,82.5547279003923,4591.18,31.053809523809502,0,121951,-0.05326200109483992,-0.3266969168685705,124561.053879357,668239.831214065,0.10223928368669843
2016-03-01,0.00354435247072104,0.0035209285303849924,0.004031686712368199,77.5,0.104384505111075,93.6085981249725,3.7033,84.1534999934692,4610.92,37.3395652173913,0,141165,-0.034544964665922606,-0.2171943402820613,138423.590020127,680558.092320489,0.10252075521427609
2016-04-01,0.0058528012977131,0.006349042154958795,0.005945876958572072,77.43,0.106270808650302,96.7585413314274,3.5652,83.9522124283005,4639.05,40.7493650793651,0,144690,-0.034701199981988395,-0.1729998925841283,144117.421645357,680144.903057578,0.10281630394963209
2016-05-01,0.00759750061119708,0.01870261259322792,0.014085748391035935,76.84,0.108597103465959,100.582061462381,3.5387,82.5976830888124,4675.23,45.9810606060606,0,144827,-0.048148954895395946,-0.15577371926756456,146066.820420866,670758.728871094,0.10312592844620287
2016-06-01,0.0051230675417785,0.012193491012379987,0.010503729202193668,77.5,0.111163937621731,103.209159081305,3.4239,85.2167058142575,4691.59,47.6871212121212,0,151419,-0.021014422921119547,-0.11394572582921114,151743.812186815,688902.864464503,0.1034495734238833
2016-07-01,0.00623665347923954,-0.005734554578307183,-0.002705663829557281,76.46,0.115053568862827,102.828188816606,3.275,84.1518121273488,4715.99,44.224126984127,0,158459,-0.0357499287566867,-0.09387260665959118,154262.696614415,678529.53733704,0.10378712970575966
2016-08-01,0.00617482105947977,0.003929532736885122,0.0036019391103891962,76.8,0.117762627498203,103.305821882103,3.2091,82.6666500169474,4736.74,44.8430434782609,0,164598,-0.04269263327762829,-0.04379535213655217,161613.785752466,673546.853458434,0.10413843449666087
2016-09-01,0.00186426089014429,0.0011862166000362606,0.0011912957608224417,76.81,0.118759955477988,103.356382500998,3.2558,83.388617397416,4740.53,45.0577272727273,0,160520,-0.05756387571053878,-0.038560335529988166,161903.507153972,663327.89345786,0.10450327050642239
2016-10-01,0.0025813761713236,-5.734091754519e-4,6.00341406193472e-4,76.22,0.120744652287725,106.569699326977,3.1852,82.3948270359941,4752.86,49.2936507936508,0,168908,-0.0543241787330242,-0.0278433977972945,163097.78472306,665211.283805079,0.10388070762215654
2016-11-01,0.00200209228394449,0.002188224410887507,0.0019836393597314483,76.27,0.122966153244476,105.445641197298,3.3414,82.1485790520995,4761.42,45.2780303030303,0,163061,-0.0432235561471952,-0.04517823058911574,159767.454781013,672373.985801287,0.10277239109862196
2016-12-01,0.00161468993503143,0.010786140983399584,0.00873326536557073,76.99,0.127902535139247,111.642793013169,3.3517,82.3837785580339,4775.7,52.6142424242424,0,163105,-0.007268895273996989,-0.0174679159765887,163727.088091821,696726.95045359,0.10067596355750968
2017-01-01,0.00227178361859017,-3.216844595659296e-4,0.0013962895805157416,77.3,0.128443772233354,115.91232862639,3.196,83.396558828449,4793.85,53.6289393939394,0,160567,-0.01857449829849145,0.019331787576145842,169327.371616727,688646.334940524,0.09631317309774201
2017-02-01,0.0021205354889268,-0.0012278713674733766,5.116813118668517e-4,76.45,0.129880590701307,116.369677522492,3.1036,85.0325443695933,4809.67,54.3553333333333,0,164670,-0.01103540421645377,0.04875571095054809,173842.220685076,693619.269760084,0.09318313845461076
2017-03-01,0.00189007920101278,-0.01300405654630854,-0.007656794488094754,76.94,0.130588002975805,110.868620380905,3.1273,83.819589778898,4821.69,50.9057971014493,0,179550,-0.020353599870992056,0.06331826659384632,175853.77803625,686961.593796555,0.0869573229316157
2017-04-01,0.00116840721108229,-0.017578143186516293,-0.011100428348037816,76.33,0.1314914595697,110.97639080643,3.1356,82.4297310233041,4828.44,52.2263333333333,0,171531,-0.025620329143515974,0.04624296557835805,172356.830499593,683142.005436218,0.08183959836307575
2017-05-01,0.00287417897773669,-0.011794199648122117,-0.006257851186068031,77.3,0.129505284580704,108.838276312397,3.2087,84.538623799266,4843.41,49.9115942028986,0,171769,-0.018060990271509425,0.05005968632858249,172503.205991214,688125.629472223,0.0778649964650921
2017-06-01,-6.30338527413524e-4,-0.01324004212554275,-0.008387912732517933,77.31,0.128286569977212,105.644050261,3.2948,84.7844287810007,4832.27,46.1330303030303,0,164823,-0.008038176235604766,0.011079008638292365,165423.019617344,694868.199326713,0.0683330548085409
2017-07-01,0.00312644995485021,-0.0042088447740544765,-0.0017014466397577976,77.47,0.127238286450187,108.48214300067,3.2055,86.075792619958,4843.87,47.6650793650794,0,171128,-0.011960726512624476,0.020418795711075077,166492.665601292,691972.693103273,0.06737557783923652
2017-08-01,0.00349638612633857,0.005402888201044398,0.0039578868993901395,77.66,0.125994814139345,111.37236548452,3.1503,85.6965958514371,4853.07,49.9426086956522,0,176504,-0.02463179007415839,0.06568984744379236,173705.041928146,683100.124228074,0.05929440164531045
2017-09-01,0.00245723496583282,0.00667765475324078,0.0048880340727759375,77.63,0.125001019967932,114.568117364868,3.1342,86.5189156165498,4860.83,52.9103174603175,0,173693,-0.03404984799456123,0.08691950543459903,176929.592184887,676551.613232708,0.05177903690883465
2017-10-01,0.00402446310894273,0.0020771696875643286,0.002456478043638022,77.84,0.124910532128266,116.086469167286,3.1906,86.4012387181425,4881.25,54.9221212121212,0,177981,-0.04129121398562141,0.05251203995113052,170465.278919704,671539.020956,0.048852476599211804
